ItemID	Title	Authors	Year
1435	Three Plays for Puritans	Shaw, George Bernard	1901
1436	A Man from the North	Bennett, Arnold	1898
1437	Glimpse: An Adventure of the Soul	Bennett, Arnold	1909
1438	The Painted Veil	Maugham, William Somerset	1925
1439	Of Human Bondage	Maugham, William Somerset	1915
1440	The Trap (Pilgrimage 8)	Richardson, Dorothy M.	1925
1441	The Hunting of the Snark	Carroll, Lewis (Charles Lutwidge Dodgson)	1876
1442	St. Mawr	Lawrence, D. H. (David Herbert)	1925
1443	The New Theatre and Cinema of the Soviet Russia	Carter, Huntly	1924
1444	Quo Vadimus?: Some Glimpses of the Future	Fournier d'Albe, E. E.	1925
1445	Wireless Possibilities	Low, A. M. (Archibald Montgomery)	1924
1446	Tantalus, or The Future of Man	Schiller, F. C. S.	1924
1447	Hypatia; Or, Woman and Knowledge	Russell, Dora	1925
1448	Lysistrata, or Woman’s Future and Future Woman	Ludovici, Anthony M.	1925
1449	Callinicus: A Defence of Chemical Warfare	Haldane, J. B. S. (John Burdon Sanderson)	1925
1450	Cabbages and Kings	Henry, O. (William Sydney Porter)	1904
1451	The Tattoed Countess: A Romantic Novel with a Happy Ending	Van Vechten, Carl	1924
1452	The Psychology of Insanity	Hart, Bernard	1912
1453	C	Baring, Maurice	1924
1454	Caravan		
1455	Our Best Poets, English and American	Maynard, Theodore	1922
1456	The Life and Letters of Emily Dickinson	Dickinson, Emily	1924
1457	Observations	Moore, Marianne	1924
1458	The Romantic Tradition	Seymour, Beatrice Kean	1925
1459	So Big	Ferber, Edna	1924
1460	Rubaiyat of Omar Khayyam	Khayyam, Omar	1859
1461	Mrs. Dalloway	Woolf, Virginia	1925
1462	Pipers and a Dancer	Benson, Stella	1924
1463	An Affair of Honour: A Novel	McKenna, Stephen	1925
1464	Letters from John Chinaman	Dickinson, G. (Goldsworthy) Lowes	1901
1465	The George and the Crown	Kaye-Smith, Sheila	1925
1466	The Ladies of Lyndon	Kennedy, Margaret	1923
1467	Life and Erica	Frankau, Gilbert	1924
1468	The Tale of Triona	Locke, William John	1922
1469	Clarissa: Or the History of a Young Lady	Richardson, Samuel	1748
1470	Anthropology		
1471	Gold by Gold	Gorman, Herbert Sherman	1925
1472	Contemporary British Philosophy: Personal Statements		1925
1473	Troubadour: An Autobiography	Kreymborg, Alfred	1925
1474	Thomas Dekker		
1475	The Craft of Fiction	Lubbock, Percy	1921
1476	Essays from "The Guardian"	Pater, Walter	1896
1477	XLI Poems	Cummings, E. E. (Edward Estlin)	1925
1478	Streets of Night	Dos Passos, John	1923
1479	The Travel Diary of a Philosopher	Keyserling, Hermann	1919
1480	Humpty Dumpty	Hecht, Ben	1924
1481	Overheard	Aumonier, Stacy	1924
1482	The Bell in the Fog	Atherton, Gertrude Franklin Horn	1905
1483	Each in His Own Way	Pirandello, Luigi	1924
1484	The Glory of the Conquered: The Story of a Great Love	Glaspell, Susan	1909
1485	The Mother's Recompense	Wharton, Edith	1925
1486	Oscar Wilde	Gull, Ranger (Cyril Arthur Edward Ranger)	1907
1487	Oscar Wilde: Art and Morality	Mason, Stuart	1912
1488	Oscar Wilde: His Life and Confessions	Harris, Frank	1916
1489	Arcadia		
1490	The Poetical Works of William Collins	Collins, William	1765
1491	The Querrils	Aumonier, Stacy	1919
1492	The Little Minister	Barrie, J. M. (James Matthew)	1898
1493	The Wolves and the Lamb	Thackeray, William Makepeace	1854
1494	Sea Horses	Young, Francis Brett	1925
1495	Thoreau		
1496	Past and Present	Carlyle, Thomas	1843
1497	Before the Dawn: Poems Legendary and Lyrical	Fausset, Hugh I'Anson	1924
1498	The Perfect Wagnerite	Shaw, George Bernard	1898
1499	Essays on English	Matthews, Brander	1921
1500	Coral: A Sequel to "Carnival"	Mackenzie, Compton	1925
1501	A History of Restoration Drama, 1600 – 1700	Nicoll, Allardyce	1923
1502	Siren Land	Douglas, Norman (George Norman)	1911
1503	Chalk Face	Frank, Waldo	1924
1504	Poems	Johnson, Lionel	
1505	Mr. Tasker's Gods	Powys, Theodore Francis	1925
1506	A Preface to Shakespeare	Cowling, George H.	1925
1507	Ring of the Nibelung	Wagner, Richard	
1508	A Virgin Heart: A Novel	Gourmont, Rémy de	1921
1509	Tales of Unrest	Conrad, Joseph	1898
1510	Barren Ground	Glasgow, Ellen Anderson Gholson	1925
1511	The Elder Sister	Swinnerton, Frank	1925
1512	Georgian Stories, 1925		1925
1513	The New Jerusalem	Chesterton, G. K. (Gilbert Keith)	1920
1514	Wheels: 1921 (Sixth Cycle)		1921
1515	The Origin of Magic and Religion	Perry, W. J. (William James)	1913
1516	Alone	Douglas, Norman (George Norman)	1921
1517	The Translator of Dante: The Life, Work and Friendships of Henry Francis Cary (1772 – 1844)	King, R. W. (Robert Wylie)	1925
1518	Mammonart: An Essay in Economic Interpretation	Sinclair, Upton	1925
1519	The Way Out		
1520	Sentimental Education	Flaubert, Gustave	1869
1521	The English Novel	Saintsbury, George	1919
1522	Nights in Town	Burke, Thomas	1925
1523	The Golden Door	Scott, Evelyn	1925
1524	The Romantic	Sinclair, May	1920
1525	Soundings: A Novel	Gibbs, A. Hamilton	1925
1526	Romantic Tales from the Punjab		1903
1527	Golden Age of the Medici (Cosimo, Piero, Lorenzo de' Medici) 1434 – 1494	Brinton, Selwyn	1925
1528	Words and Idioms: Studies in the English Language	Smith, Logan Pearsall	1925
1529	A Lear of the Steppes and Other Stories	Turgenev, Ivan	1898
1530	A Sportsman's Sketches	Turgenev, Ivan	1895
1531	James Elroy Flecker		
1532	The Torrents of Spring	Turgenev, Ivan	1872
1533	The Mask: A Journal of the Art of the Theatre		
1534	Theatre Arts Monthly		
1535	The Everlasting Man	Chesterton, G. K. (Gilbert Keith)	1925
1536	Kai Lung's Golden Hours	Bramah, Ernest	1922
1537	Passes By		
1538	The Locked Book	Packard, Frank L. (Frank Lucius)	1924
1539	Selected Poems	Brooke, Rupert	1917
1540	The Sailor's Return	Garnett, David	1925
1541	A Short History of Modern English Literature	Gosse, Edmund	1897
1542	The Bread of Deceit	Lowndes, Marie Belloc	1925
1543	Best Short Stories 1924		1925
1544	A Golden Treasury of Irish Verse		1925
1545	Half a Minute's Silence	Baring, Maurice	1925
1546	The Reckless Lady	Gibbs, Philip	1924
1547	Raw Material	Fisher, Dorothy Canfield	1923
1548	The Merry-Go-Round	Van Vechten, Carl	1918
1549	Brigham Young	Werner, M. R. (Morris Robert)	1925
1550	Bring! Bring! and Other Stories	Aiken, Conrad	1925
1551	The Uncertain Feast	Solano, Solita	1924
1552	Adventures in Journalism	Gibbs, Philip	1924
1553	A Room with a View	Forster, E. M.	
1554	Love		
1555	The Enchanted April	Arnim, Elizabeth von (Mary Annette Beauchamp)	1922
1556	The Sloane Square Mystery	Adams, Herbert	1925
1557	A Casual Commentary	Macaulay, Rose	1925
1558	The Little World	Benson, Stella	1925
1559	British Costume		
1560	Nos baigneuses à la mer	de Lano, Pierre	1897
1561	The Paintings of William Blake	Figgis, Darrell	1925
1562	The Doctor Looks at Biography: Psychological Studies of Life and Letters	Collins, Joseph	1925
1563	A Parody Outline of History	Stewart, Donald Ogden	1921
1564	The Professor's House	Cather, Willa	1925
1565	More Tales of the Uneasy	Hunt, Violet	1925
1566	The Governors	Oppenheim, E. Phillips (Edward Phillips)	1908
1567	The Crystal Cup	Atherton, Gertrude Franklin Horn	1925
1568	Naboth's Vineyard: A Stage Piece	Dane, Clemence	1925
1569	Parnell	Ervine, St. John G.	1925
1570	The Terrible Hobby of Sir Joseph Londe	Oppenheim, E. Phillips (Edward Phillips)	1924
1571	The Divine Lady: A Romance of Nelson and Emma Hamilton	Beck, L. Adams	1924
1572	Relations	Johnston, Harry Hamilton	1925
1573	The English Humorists of the Eighteenth Century	Thackeray, William Makepeace	1853
1574	The Charterhouse of Parma	Stendhal	1839
1575	Erotic Symbolism	Ellis, Havelock	1906
1576	Fernande	Maxwell, W. B. (William Babington)	1925
1577	Vandover and the Brute	Norris, Frank	1914
1578	Barnum	Werner, M. R. (Morris Robert)	1923
1579	Little Ships	Norris, Kathleen Thompson	1925
1580	Christina Alberta's Father	Wells, H. G. (Herbert George)	1925
1581	The Canning Wonder	Machen, Arthur	1925
1582	Israel	Lewisohn, Ludwig	1925
1583	Dawn O'Hara: The Girl Who Laughed	Ferber, Edna	1911
1584	Pastiche and Prejudice	Walkley, Arthur Bingham	1921
1585	The Best Short Stories of 1922: And the Yearbook of the American Short Story		1922
1586	Silhouettes	Gosse, Edmund	1925
1587	Some Imagist Poets: An Anthology		
1588	The Nation and Athenaeum		
1589	Unchanging Quest	Gibbs, Philip	1925
1590	Twenty Years of My Life: 1867 to 1887	Jopling, Louise	1925
1591	The Rover	Conrad, Joseph	1923
1592	The Life of Charlotte Brontë	Gaskell, Elizabeth	1857
1593	Anecdotes of Samuel Johnson	Piozzi, Hester Lynch	1925
1594	Primitive Ritual and Belief: An Anthropological Essay	James, Edwin Oliver	1917
1595	Children of the Age	Hamsun, Knut	1924
1596	A House of Gentlefolk: A Novel	Turgenev, Ivan	1894
1597	Fathers and Children	Turgenev, Ivan	1895
1598	Ballads and Romances	Percy, Thomas, Bishop	1868
1599	Contact Collection of Contemporary Writers		1925
1600	John Inglesant	Shorthouse, Joseph Henry	1881
1601	The Whole Story	Bibesco, Elizabeth	1926
1602	The Psychology of the Poet Shelley	Carpenter, Edward;Barnard, Guy Christian	1925
1603	Segelfoss Town	Hamsun, Knut	1925
1604	The Diary of a Young Lady of Fashion in the Year 1764 – 1765	King-Hall, Magdalen	1925
1605	Broken Ties and Other Stories	Tagore, Rabindranath	1925
1606	Thunderstorm	Stern, G. B. (Gladys Bronwyn)	1925
1607	Democracy		
1608	Charles Dickens		
1609	The Life of Reason	Santayana, George	1905
1610	The Pastor's Wife	Arnim, Elizabeth von (Mary Annette Beauchamp)	1914
1611	Within a Budding Grove (À la recherche du temps perdu 2)	Proust, Marcel	1924
1612	Ducdame	Powys, John Cowper	1925
1613	No More Parades	Ford, Ford Madox	1925
1614	in our time / In Our Time	Hemingway, Ernest	
1615	Orley Farm	Trollope, Anthony	1862
1616	Table-Talk of G. B. S.: Conversations on Things in General between George Bernard Shaw and His Biographer	Shaw, George Bernard;Henderson, Archibald	1925
1617	Slabs of the Sunburnt West	Sandburg, Carl	1922
1618	Education: Intellectual, Moral and Physical	Spencer, Herbert	1860
1619	Sam the Sudden	Wodehouse, P. G. (Pelham Grenville)	1925
1620	One Increasing Purpose	Hutchinson, A. S. M. (Arthur Stuart-Menteth)	1925
1621	The Awakening of Helena Richie	Deland, Margaret	1906
1622	The Life and Adventures of Martin Chuzzlewit	Dickens, Charles	1844
1623	Suspense	Conrad, Joseph	1923
1624	The Life of the Caterpillar	Fabre, Jean-Henri	1912
1625	D. H. Lawrence and Maurice Magnus	Douglas, Norman (George Norman)	1924
1626	Pilgrimage		
1627	Fidelity: A Novel	Glaspell, Susan	1915
1628	Cat's Cradle	Baring, Maurice	1925
1629	Eighteenth Century		
1630	The Sexual Life of Our Time, in Its Relation to Modern Civilization	Bloch, Iwan	1908
1631	The Life and Letters of Walter H. Page	Hendrick, Burton J.	1922
1632	The Parson's Progress	Mackenzie, Compton	1923
1633	Héloise and Abélard	Moore, George	1921
1634	This Mad Ideal	Dell, Floyd	1925
1635	Waste: A Play in Four Acts	Granville-Barker, Harley	1907
1636	The Voysey Inheritance	Granville-Barker, Harley	1916
1637	The Doctor Looks at Literature: Psychological Studies of Life and Letters	Collins, Joseph	1923
1638	The Mercy of Allah	Belloc, Hilaire	1922
1639	Bull Fighting		
1640	One of Our Grandmothers	Mayne, Ethel Colburn	1916
1641	May Fair	Arlen, Michael (Dikran Kouyoumdjian)	1925
1642	Smoke Rings	Stern, G. B. (Gladys Bronwyn)	1923
1643	Jericho Sands	Borden, Mary (Bridget Maclagan, pseud.)	1925
1644	The Love Rack	Roberts, Cecil (Cecil Edric Mornington)	1925
1645	Drums	Boyd, James	1926
1646	The Haven	Phillpotts, Eden	1909
1647	Scenes of Clerical Life	Eliot, George (Mary Anne Evans)	1857
1648	New Letters and Memorials of Jane Welsh Carlyle	Carlyle, Jane Welsh	1883
1649	Abraham Lincoln		
1650	The Big House of Inver	Somervile, E. Œ. (Edith Œnone);Ross, Martin	1925
1651	The Venetian Glass Nephew	Wylie, Elinor	1925
1652	Spring and All	Williams, William Carlos	1923
1653	The Hand of Ethelberta	Hardy, Thomas	1876
1654	Yellow Shadows	Rohmer, Sax (Arthur Henry Sarsfield Ward)	1926
1655	Closed All Night	Morand, Paul	1924
1656	Thomas the Impostor	Cocteau, Jean	1925
1657	The Damnation of Theron Ware	Frederic, Harold	1896
1658	Financier	Dreiser, Theodore	1912
1659	Tulips and Chimneys	Cummings, E. E. (Edward Estlin)	1924
1660	Firecrackers: A Realistic Novel	Van Vechten, Carl	1925
1661	Recollections of Dante Gabriel Rossetti		
1662	Pre-Raphaelite Diaries and Letters	Rossetti, William Michael	1900
1663	Un Italien d'Angleterre: Le poète-peintre Dante Gabriel Rossetti	Dupré, Henri	1921
1664	Thomas Otway		
1665	The Education of Henry Adams	Adams, Henry	1907
1666	The Imperfect Impostor	Venner, Norman	1925
1667	Queen of Sheba		
1668	Poems and Drama		
1669	Late Lyrics and Earlier: With Many Other Verses	Hardy, Thomas	1922
1670	Gifts of Sheba	George, Walter Lionel	1926
1671	Time and Tide		
1672	Three Plays		
1673	The Last Loves of Henri of Navarre	Williams, Hugh Noel	1925
1674	The Wooings of Jezebel Pettyfer	Macfall, Haldane	1898
1675	Women under English Law	Crofts, Maud I.	1925
1676	A History of Early Eighteenth Century Drama, 1700 – 1750	Nicoll, Allardyce	1925
1677	The ABC of Relativity	Russell, Bertrand	1925
1678	Selected Poems of Carl Sandburg	Sandburg, Carl	1926
1679	Anonymity: An Enquiry	Forster, E. M.	1925
1680	Paris on Parade	Wilson, Robert Forrest	1924
1681	This Quarter		
1682	the transatlantic review		
1683	Le navire d'argent		1925
1684	Death in Venice	Mann, Thomas	1925
1685	The Life of the Bee	Maeterlinck, Maurice	1901
1686	The Ultimate Island: A Strange Adventure	Sieveking, Lance	1925
1687	Convention and Revolt in Poetry	Lowes, John Livingston	1919
1688	Beyond Life	Cabell, James Branch	1919
1689	Strait Is the Gate	Gide, André	1924
1690	The Great American Novel	Williams, William Carlos	1923
1691	Explorations	Robertson, John Mackinnon	1923
1692	Distinguished Air: Grim Fairy Tales	McAlmon, Robert	1925
1693	The Perennial Bachelor	Parrish, Anne	1926
1694	Silas Marner	Eliot, George (Mary Anne Evans)	1861
1695	Swallowing the Anchor	McFee, William	1925
1696	God's Stepchildren	Millin, Sarah Gertrude	1924
1697	Dark Laughter	Anderson, Sherwood	1926
1698	The Great Gatsby	Fitzgerald, F. Scott	1925
1699	The Pilgrim of Eternity	Drinkwater, John	1925
1700	Poems	Meredith, George	
1701	Thunder on the Left	Morley, Christopher	1925
1702	Fraulein Else	Schnitzler, Arthur	1924
1703	Bittern Point	MacFayden, Virginia	1926
1704	Two Plays	O'Casey, Sean	1925
1705	The Portrait of a Generation	McAlmon, Robert	1926
1706	The Best American Short Stories of 1924: And the Yearbook of the American Short Story		1924
1707	Whirligigs	Henry, O. (William Sydney Porter)	1910
1708	The Fire in the Flint	White, Walter Francis	1924
1709	Can Such Things Be?	Bierce, Ambrose Gwinnett	1893
1710	The Tragedy of Man		
1711	Three Soldiers	Dos Passos, John	1921
1712	Innocent Birds	Powys, Theodore Francis	1926
1713	Between the Dark and the Daylight	Howells, William Dean	1907
1714	Essays in War-time: Further Studies in the Task of Social Hygiene	Ellis, Havelock	1916
1715	The Woodlanders	Hardy, Thomas	1887
1716	The Holy Tree	O'Donovan, Gerald	1923
1717	The Crime at Vanderlynden's	Mottram, R. H. (Ralph Hale)	1926
1718	The Best Short Stories of 1925: And the Yearbook of the American Short Story		1926
1719	What's O'Clock	Lowell, Amy	1925
1720	The World in False Face	Nathan, George Jean	1923
1721	Faber, or the Lost Years	Wassermann, Jakob	1925
1722	Iconoclasts, a Book of Dramatists: Ibsen, Strindberg, Becque, Hauptmann, Sudermann, Hervieu, Gorky, Duse and d'Annunzio, Maeterlinck and Bernard Shaw	Huneker, James	1905
1723	Egoists, a Book of Supermen: Stendhal, Baudelaire, Flaubert, Anatole France, Huysmans, Barrès, Nietzsche, Blake, Ibsen, Stirner, and Ernest Hello	Huneker, James	1909
1724	[unclear] Understand		
1725	Don Juan	Byron, George Gordon Byron	1824
1726	The Flurried Years	Hunt, Violet	1926
1727	Sixes and Sevens	Henry, O. (William Sydney Porter)	1911
1728	The Monkey-Puzzle	Beresford, J. D. (John Davys)	1925
1729	Coventry Patmore's Poems	Patmore, Coventry	
1730	Shakespeare's "Hamlet"	Clutton-Brock, A. (Arthur)	1922
1731	Hamlet	Shakespeare, William	
1732	The Future of Futurism	Rodker, John	1920
1733	A Hurried Man	Carnevali, Emanuel	1925
1734	Life Shortening Habits and Rejuvenation	Lorand, Arnold	1922
1735	The Dark Cloud	Boyd, Thomas	1925
1736	The Great House in the Park	Burr, Anne Robeson Brown	1924
1737	A Wanderer in Paris	Lucas, E. V. (Edward Verrall)	1924
1738	The Life and Letters of Laurence Sterne	Benjamin, Lewis Saul	1911
1739	Things That Have Interested Me: Second Series	Bennett, Arnold	1923
1740	On Strange Altars: A Book of Enthusiasms	Jordan-Smith, Paul	1924
1741	Gentlemen Prefer Blondes: The Illuminating Diary of a Professional Lady	Loos, Anita	1925
1742	The Oldest God	McKenna, Stephen	1926
1743	Rough Justice	Montague, C. E. (Charles Edward)	1926
1744	Alps and Sanctuaries of Piedmont and the Canton Ticino	Butler, Samuel	1882
1745	Along the Road: Notes and Essays of a Tourist	Huxley, Aldous	1925
1746	Desire under the Elms: A Play in Three Parts	O'Neill, Eugene	1924
1747	The Tale of Chloe	Meredith, George	1879
1748	The Not Impossible She	Weigall, Arthur (Arthur Edward Pearse Brome)	1926
1749	Clouds of Witness	Sayers, Dorothy	1926
1750	The Measurement of Emotion	Carington, Whately	1922
1751	A Christmas Garland	Beerbohm, Max	1912
1752	Flight	White, Walter Francis	1926
1753	The Common Reader	Woolf, Virginia	1925
1754	The Isle of Dead Ships	Marriott, Crittenden	1909
1755	Stories from the Dial		1924
1756	The Early Romances of William Morris in Prose and Verse	Morris, William	1907
1757	Sea of Sleep	Bennett, Alfred Gordon	1926
1758	The Carolinian	Sabatini, Rafael	1925
1759	Lolly Willowes	Warner, Sylvia Townsend	1926
1760	The Fatal Face	Le Queux, William	1926
1761	Last Poems	Housman, A. E.	1922
1762	Early Poems and Stories	Yeats, William Butler	1925
1763	Put Yourself in His Place	Reade, Charles	1870
1764	Westward Ho! or, The Voyages and Adventures of Sir Amyas Leigh, Knight, of Burrough, in the County of Devon, in the Reign of Her Most Glorious Majesty Queen Elizabeth	Kingsley, Charles	1855
1765	Poems	Eliot, T. S. (Thomas Stearns)	
1766	The Finer Grain	James, Henry	1910
1767	The Essays of Elia	Lamb, Charles	1823
1768	The Confession of a Fool	Strindberg, August	1912
1769	Bardelys the Magnificent	Sabatini, Rafael	1906
1770	The Letters of Percy Bysshe Shelley	Shelley, Percy Bysshe	1909
1771	A History of the Early 18th Century Drama	Nicoll, Allardyce	1925
1772	Hilda Lessways	Bennett, Arnold	1911
1773	The Wrong Letter	Masterman, Walter Sydney	1926
1774	Men, Women, and Boats	Crane, Stephen	1921
1775	Clayhanger	Bennett, Arnold	1910
1776	Wild Geese	Ostenso, Martha	1925
1777	These Twain	Bennett, Arnold	1915
1778	Lewis and Irene	Morand, Paul	1925
1779	All the Sad Young Men	Fitzgerald, F. Scott	1926
1780	Steeplejack	Huneker, James	1920
1781	Demeter's Daughter	Phillpotts, Eden	1911
1782	Thus Spake Zarathustra: A Book for All and None	Nietzsche, Friedrich	1883
1783	Letters of John Keats	Keats, John	
1784	Appassionata	Hurst, Fannie	1926
1785	Fairy Gold	Mackenzie, Compton	1926
1786	The Portrait of Zélide	Scott, Geoffrey	1925
1787	Knock Knock Knock and Other Stories	Turgenev, Ivan	1922
1788	On the Eve	Turgenev, Ivan	1895
1789	The Plumed Serpent	Lawrence, D. H. (David Herbert)	1926
1790	The Love Letters of Thomas Carlyle and Jane Welsh	Carlyle, Thomas;Carlyle, Jane Welsh	1909
1791	The Problems of Philosophy	Russell, Bertrand	1912
1792	Figures of the Passion of Our Lord	Miró, Gabriel	1924
1793	Pencillings: Little Essays on Literature	Murry, John Middleton	1923
1794	Red Oleanders	Tagore, Rabindranath	1925
1795	The Migration of Symbols		
1796	Appreciations: With an Essay on Style	Pater, Walter	1910
1797	From Pascal to Proust: Studies in the Genealogy of a Philosophy	Turquet-Milnes, Gladys Rosaleen	1926
1798	The Fascist Movement in Italy	Gorgolini, Pietro	1923
1799	The Plough and the Stars	O'Casey, Sean	1926
1800	Beau Geste	Wren, Percival Christopher	1925
1801	The Private Life of Helen of Troy	Erskine, John	1925
1802	Color	Cullen, Countee	1925
1803	The Madonna of the Barricades, Being the Memoirs of George, Lord Chertsey, 1847 – 1848	Strachey, John St. Loe	1925
1804	Virgin Spain	Frank, Waldo	1926
1805	Edgar Allan Poe		
1806	Later Days	Davies, W. H. (William Henry)	1925
1807	Coventry Patmore	Gosse, Edmund	1905
1808	Original Letters from India (1779 – 1815)	Fay, Eliza	1925
1809	The Lucky Prisoner	de Gobineau, Arthur	1926
1810	The Dominant Sex: A Study in the Sociology of Sex Differentiation	Vaerting, Mathilde;Vaerting, Mathias	1923
1811	Pragmatism: A New Name for Some Old Ways of Thinking; Popular Lectures on Philosophy	James, William	1907
1812	The Art of Being Ruled	Lewis, Wyndham	1926
1813	The School of Paris	Hamblin, Robert A.	1925
1814	Women	Tarkington, Booth	1925
1815	Hypatia		
1816	Travel and Travellers of the Middle Ages		1926
1817	Select Letters of Jonathan Swift	Swift, Jonathan	1926
1818	The Love Nest and Other Stories	Lardner, Ring	1926
1819	Mastro-don Gesualdo	Verga, Giovanni	1923
1820	English Literature		
1821	It's Not Done	Bullitt, William C. (William Christian)	1926
1822	Agnes Grey	Brontë, Anne	1847
1823	Green Ink and Other Stories	Fletcher, Joseph Smith	1926
1824	The Connoisseur and Other Stories	De la Mare, Walter	1926
1825	Young Love	Brandon, John G. (John Gordon)	1925
1826	Old Chester Tales	Deland, Margaret	1898
1827	The Life of William Godwin	Brown, Ford Keeler	1926
1828	Middlemarch	Eliot, George (Mary Anne Evans)	1871
1829	That Kind of Man	Beresford, J. D. (John Davys)	1926
1830	White Fang	London, Jack	1906
1831	Whom God Hath Joined	Bennett, Arnold	1906
1832	The Silver Stallion	Cabell, James Branch	1926
1833	These Charming People	Arlen, Michael (Dikran Kouyoumdjian)	1923
1834	The Flood of Fate	Tuttle, W. C.	1926
1835	The Lure of French Châteaux	Gostling, Frances M.	1923
1836	The God Within Him	Hichens, Robert Smythe	1926
1837	To Tell You the Truth	Merrick, Leonard	1922
1838	In a German Pension	Mansfield, Katherine	1911
1839	Oberlin's Three Stages	Wassermann, Jakob	1926
1840	[unclear]		
1841	How to Write Short Stories (with Samples)	Lardner, Ring	1925
1842	Freelands	Galsworthy, John	1915
1843	The Intimate Papers of Colonel House	House, Edward M.	1926
1844	[unclear] Pollo		
1845	The Incredulity of Father Brown	Chesterton, G. K. (Gilbert Keith)	1926
1846	Life and Letters of Thomas Jefferson	Hirst, Francis Wrigley	1925
1847	Martin Eden	London, Jack	1909
1848	The Saviours of Society: Being the First Part of The Realists	McKenna, Stephen	1926
1849	The Polyglots	Gerhardie, William Alexander	1925
1850	The Murder of Roger Ackroyd	Christie, Agatha	1926
1851	Gilles de Rais: The Original Bluebeard	Vincent, A. L.;Binns, Clare	1926
1852	Woodrow Wilson		
1853	A Mirror to France	Ford, Ford Madox	1926
1854	Barchester Towers	Trollope, Anthony	1857
1855	Geography and Plays	Stein, Gertrude	1922
1856	The Hand of the Potter: A Tragedy in Four Acts	Dreiser, Theodore	1918
1857	William Blake: A Critical Essay	Swinburne, Algernon Charles	1868
1858	The Garbage Man	Dos Passos, John	1926
1859	Paul Cézanne		
1860	Iowa Interiors	Suckow, Ruth	1926
1861	The Poems of John Donne	Donne, John	1912
1862	Mantrap	Lewis, Sinclair	1926
1863	Before the Bombardment	Sitwell, Osbert	1926
1864	The Dancing Floor	Buchan, John	1926
1865	Rousseau and Romanticism	Babbitt, Irving	1919
1866	The Rainbow	Lawrence, D. H. (David Herbert)	1915
1867	Mannequin	Hurst, Fannie	1926
1868	The Authoress of the Odyssey: Where and When She Wrote, Who She Was, the Use She Made of the Iliad, and How the Poem Grew under Her Hands	Butler, Samuel	1897
1869	Gandle Follows His Nose	Broun, Heywood Campbell	1926
1870	The Man Shakespeare and His Tragic Life Story	Harris, Frank	1909
1871	Shakespearean Tragedy: Lectures on Hamlet, Othello, King Lear, Macbeth	Bradley, A. C. (Andrew Cecil)	1904
1872	A Scrap Book	Saintsbury, George	1922
1873	Sorrell and Son	Deeping, Warwick	1926
1874	Franz Liszt	Huneker, James	1911
1875	Complete Prose		
1876	The Life, Work, and Evil Fate of Guy de Maupassant	Sherard, Robert Harborough	1926
1877	Americana		
1878	Mince Pie: Adventures on the Sunny Side of Grub Street	Morley, Christopher	1919
1879	Count Bruga	Hecht, Ben	1926
1880	Vainglory	Firbank, Ronald	1915
1881	Joanna Godden Married and Other Stories	Kaye-Smith, Sheila	1926
1882	Ireland's Literary Renaissance	Boyd, Ernest Augustus	1916
1883	The Critic and the Drama	Nathan, George Jean	1922
1884	Gulliver's Travels	Swift, Jonathan	1726
1885	Mr. Paname: A Paris Fantasia	Huddleston, Sisley	1927
1886	Far End	Sinclair, May	1926
1887	The Silver Spoon	Galsworthy, John	1926
1888	The Pleasure Lover	Meyerstein, Edward Harry William	1925
1889	Village		
1890	The Crime of Sylvestre Bonnard	France, Anatole	1890
1891	The Casuarina Tree	Maugham, William Somerset	1926
1892	The Last of the Vikings	Bojer, Johan	1923
1893	The Opinions of Jérôme Coignard	France, Anatole	1913
1894	[unknown]		
1895	Introduction to Sally	Arnim, Elizabeth von (Mary Annette Beauchamp)	1926
1896	My Friend's Book	France, Anatole	1913
1897	The World of William Clissold	Wells, H. G. (Herbert George)	1926
1898	On the Trail of Ancient Man	Andrews, Roy Chapman	1926
1899	The Aspirations of Jean Servien	France, Anatole	1912
1900	At the Sign of the Reine Pédauque	France, Anatole	1912
1901	Sack and Sugar	Sidgwick, Cecily	1927
1902	Today and Tomorrow	Ford, Henry	1926
1903	Autumn		
1904	Wicker Work Woman	France, Anatole	1910
1905	Ways of Escape	Forrest, Noel	1926
1906	Sea Fog	Fletcher, Joseph Smith	1925
1907	Composition as Explanation	Stein, Gertrude	1926
1908	The Bomb	Harris, Frank	1908
1909	Mother of Pearl	France, Anatole	1908
1910	The Elm-Tree on the Mall: A Chronicle of Our Own Times	France, Anatole	1910
1911	Three of Them		
1912	Harmer John: An Unworldly Story	Walpole, Hugh	1926
1913	The Power of a Lie	Bojer, Johan	1909
1914	Jocasta and the Famished Cat	France, Anatole	1925
1915	On Life & Letters	France, Anatole	1910
1916	God and Woman	Bojer, Johan	1921
1917	Growth and Structure of the English Language	Jesperson, Otto	1905
1918	O Genteel Lady!	Forbes, Esther	1926
1919	The Great Hunger	Bojer, Johan	
1920	Summer Storm	Swinnerton, Frank	1926
1921	Show Boat	Ferber, Edna	1926
1922	[unclear]		
1923	The Great God Brown	O'Neill, Eugene	1926
1924	Hell's Playground	Simonton, Ida Vera	1912
1925	Notes on Democracy	Mencken, H. L. (Henry Louis)	1926
1926	The Romantic '90s	Le Gallienne, Richard	1925
1927	Peacock House, and Other Mysteries	Phillpotts, Eden	1926
1928	The Diaboliques	Barbey d'Aurevilly, Jules	1925
1929	The Idiot	Dostoyevsky, Fyodor (Фёдор Михайлович Достоевский)	1874
