ItemID	Title	Authors	Year
4826	Lord Emsworth and Others	Wodehouse, P. G. (Pelham Grenville)	1937
4827	The Gates Flew Open	O'Donnell, Peadar	1932
4828	The Prodigal Parents	Lewis, Sinclair	1938
4829	This Must Be the Place: Memoirs of Jimmie, the Barman (James Charters) as Told by Morrill Cody	Charters, Jimmie;Cody, Morrill	1937
4830	Fabian Essays in Socialism		1889
4831	Encyclopaedia Britannica		
4832	Blix: Moran of the Lady Letty	Norris, Frank	1899
4833	The Poetical Works of James Thomson	Thomson, James	
4834	Summer Moonshine	Wodehouse, P. G. (Pelham Grenville)	1937
4835	The Poems of George Herbert	Herbert, George	1907
4836	English Versification		
4837	Poetry and the Ordinary Reader	Ridley, M. R. (Maurice Roy)	1930
4838	The Wild Swans at Coole	Yeats, William Butler	1917
4839	Those Were the Days!	Atwood, T. C. (Thomas Clark)	1933
4840	Assignment in Utopia	Lyons, Eugene	1937
4841	Webster and Ford: Plays	Webster, John;Ford, John	1933
4842	The Writer in a Changing World	Hart, Henry	1937
4843	The Greenwood Hat	Barrie, J. M. (James Matthew)	1930
4844	The Day's Work	Kipling, Rudyard	1898
4845	The Documents in the Case	Sayers, Dorothy;Eustace, Robert	1930
4846	This Proud Heart	Buck, Pearl S.	1938
4847	The Wrong Box	Stevenson, Robert Louis;Osbourne, Lloyd	1889
4848	Head in Green Bronze and Other Stories	Walpole, Hugh	1938
4849	The Writings of E. M. Forster	Macaulay, Rose	1938
4850	Silent Witnesses	Strange, John Stephen (Dorothy Stockbridge Tillett)	1938
4851	The Adventures of Harry Richmond	Meredith, George	1871
4852	The Judas Window	Carr, John Dickson (Carter Dickson, pseud.)	1938
4853	The Man with the Blue Guitar	Stevens, Wallace	1937
4854	My Country and My People	Lin, Yutang	1935
4855	London Music in 1888 – 89 as Heard by Corno di Bassetto (Later Known as Bernard Shaw) with Some Further Autobiographical Particulars	Shaw, George Bernard	1937
4856	The Case of the Lame Canary	Gardner, Erle Stanley	1937
4857	The Unvanquished	Faulkner, William	1938
4858	Warrant for X	MacDonald, Philip	1938
4859	A Tour through England and Wales	Defoe, Daniel	1727
4860	The Dramatic Works of John M. Synge	Synge, John Millington	1910
4861	Beauchamp's Career	Meredith, George	1875
4862	A History of the Conquest of Peru	Prescott, William Hickling	1847
4863	Boundary against Night	Gilligan, Edmund	1938
4864	Trial of a Judge: A Tragedy in Five Acts	Spender, Stephen	1938
4865	A New American History	Woodward, William E.	1938
4866	A Commentary upon Browning's the Ring and the Book	Cook, A. K. (Arthur Kemball)	1920
4867	Of Mice and Men	Steinbeck, John	1937
4868	Persons in Hiding	Hoover, J. Edgar (John Edgar)	1938
4869	Red Star Over China	Snow, Edgar	1938
4870	And So—Victoria	Wilkins, William Vaughan	1937
4871	Serenade	Cain, James M.	1937
4872	Journeyman	Caldwell, Erskine Preston	1938
4873	Lions and Shadows: An Education in the Twenties	Isherwood, Christopher	1938
4874	My Wife's the Least of It	Gerhardie, William Alexander	1938
4875	William Blake		
4876	New York Detective	Van Wagner, Ernest	1938
4877	Unto Caesar	Voigt, F. A. (Frederick Augustus)	1938
4878	The Spanish House	Smith, Eleanor	1938
4879	Ja[unclear]		
4880	The Moon Is Feminine	Dane, Clemence	1938
4881	Discovering Drama	Drew, Elizabeth A.	1937
4882	Fellow Countrymen: Collected Stories	Farrell, James T. (James Thomas)	1937
4883	The Dead Don't Care	Latimer, Jonathan	1938
4884	The People, Yes	Sandburg, Carl	1936
4885	The Pageantry of Life	Whibley, Charles	1921
4886	Milton's Prosody	Bridges, Robert	1894
4887	Brought Forward	Cunninghame Graham, R. B. (Robert Bontine)	1917
4888	Thirteen O'Clock: Stories of Several Worlds	Bénet, Stephen Vincent	1937
4889	The Daughter	Breuer, Bessie	1938
4890	Joseph in Egypt	Mann, Thomas	1938
4891	The Poems of Sir Philip Sidney	Sidney, Philip	1922
4892	The Case of the Marsden Rubies	Gribble, Leonard R. (Leonard Reginald)	1929
4893	Mary Shelley		
4894	Southern Review		
4895	The Curse of the Wise Woman	Dunsany, Lord	1933
4896	The Blessing of Pan	Dunsany, Lord	1927
4897	Education and the Good Life	Russell, Bertrand	1926
4898	We Are the Living	Caldwell, Erskine Preston	1933
4899	The Devil to Pay	Queen, Ellery (Frederic Dannay and Manfred B. Lee)	1938
4900	Sleep in Peace	Bentley, Phyllis Eleanor	1938
4901	Songs and Sonnets	Shakespeare, William	1865
4902	Mère Marie of the Ursulines	Repplier, Agnes	1931
4903	Yang and Yin: A Novel of a Doctor in China	Hobart, Alice Tisdale	1937
4904	The Intelligent Woman's Guide to Socialism, Capitalism, Sovietism, and Fascism	Shaw, George Bernard	1928
4905	What Are We To Do With Our Lives?	Wells, H. G. (Herbert George)	1935
4906	George Meredith	Priestley, J. B. (John Boynton)	1926
4907	A Poet's Life	Monroe, Harriet	1938
4908	On Education: Especially in Early Childhood	Russell, Bertrand	1926
4909	Man against Himself	Menninger, Karl	1938
4910	Describe a Circle	Hare, Martin	1933
4911	The Tree of Gernika: A Field Study of Modern War	Steer, George Lowther	1938
4912	Hope of Heaven and Other Stories	O'Hara, John	1938
4913	Scoop	Waugh, Evelyn	1938
4914	The Road	Deeping, Warwick	1931
4915	Looking behind the Censorships	Young, Eugene Jared	1938
4916	The Triple Thinkers: Ten Essays on Literature	Wilson, Edmund	1938
4917	American History		
4918	Mexican Maze	Beals, Carleton	1931
4919	The Sisters	Brinig, Myron	1937
4920	Generally Speaking	Chesterton, G. K. (Gilbert Keith)	1929
4921	The Late George Apley	Marquand, John P. (John Phillips)	1937
4922	The Nile: The Life-Story of a River	Ludwig, Emil	1937
4923	Northwest Passage	Roberts, Kenneth	1937
4924	A Drink for Mr. Cherry	Gardiner, Dorothy	1934
4925	Our Town	Wilder, Thornton	1938
4926	The Case of the Howling Dog	Gardner, Erle Stanley	1934
4927	Patches of Sunlight	Dunsany, Lord	1938
4928	Death Wears a White Gardenia	Popkin, Zelda	1938
4929	Walled Towns of France	Wells, Rosalie	1937
4930	Hudibras	Butler, Samuel	1684
4931	The Way and Its Power	Laozi	1934
4932	Imperial City	Rice, Elmer (Elmer Leopold Reizenstein)	1937
4933	What to Read on Social and Economic Subjects	Fabian Society	1929
4934	Murphy	Beckett, Samuel	1938
4935	The Fight for Life	de Kruif, Paul	1938
4936	Robert Bridges: A Critical Study	Young, Francis Brett	1914
4937	Peace with Honour	Milne, A.A. (Alan Alexander)	1934
4938	Three Guineas	Woolf, Virginia	1938
4939	These Foreigners	Seabrook, William	1938
4940	The Boat-House Riddle	Connington, J. J. (Alfred Walter Stewart)	1931
4941	How Many Children Had Lady Macbeth?	Knights, L. C. (Lionel Charles)	1933
4942	Peacock's Novels		
4943	Richard Jefferies: His Life and His Ideals	Salt, Henry Stephens	1905
4944	Chesterfield's Letters	Chesterfield, Philip Dormer Stanhope, Earl of	
4945	Autobiography	Dunsany, Lord	1938
4946	The Case of the Lucky Legs	Gardner, Erle Stanley	1934
4947	Anne of Brittany: The Story of a Duchess and Twice-Crowned Queen	Sanborn, Helen Josephine	1917
4948	Two Years Before the Mast	Dana, Richard Henry, Jr.	1840
4949	Isaac Newton: A Biography	More, Louis Trenchard	1934
4950	Memories of Love		
4951	Le roman Américain d'aujourd'hui	Michaud, Régis	1926
4952	Richard Jeffries		
4953	Mr. Treadgold Cuts In: Being Some Episodes in the Career of Mr. Treadgold, Tailor and Crime Investigator	Williams, Valentine	1937
4954	A Traveller in Little Things	Hudson, W. H. (William Henry)	1921
4955	Ferdinand and Isabella		
4956	The Pageant of English Prose	Leonard, R. M. (Robert Maynard)	1912
4957	English Prose		1923
4958	The Basque Country	Fedden, Katharine	1921
4959	The Story of Fanny Burney: Being an Introduction to the Diary and Letters of Madame D'Arblay	Burney, Frances (Fanny)	1927
4960	The New Horizon in Love and Life	Ellis, Edith	1921
4961	Plays of Our Forefathers and Some of the Traditions Upon which the Plays were Founded	Gayley, Charles Mills	1908
4962	Further Letters of Gerard Manley Hopkins, including His Correspondence with Coventary Patmore	Hopkins, Gerard Manley	1938
4963	Letters of Lady Augusta Stanley, A Young Lady at Court, 1849 – 1863	Stanley, Augusta	1927
4964	Revelations of Divine Love	Julian, of Norwich	1670
4965	Comedy, American Style	Fauset, Jessie Redmon	1933
4966	In Hazard	Hughes, Richard	1938
4967	The Truth About English Prisons	Degras, Henry Ernest (Mark Benney)	1938
4968	The Proselyte	Ertz, Susan	1933
4969	Wasps		
4970	The Modern Poet: An Anthology	Murphy, Gwendolen	1938
4971	The Poems of Wilfred Owen	Owen, Wilfred (Wilfred Edward Salter)	1931
4972	T. E. Lawrence by His Friends	Lawrence, A. W. (Arnold Walter)	1937
4973	Critique of Poetry	Roberts, Michael	1934
4974	The Poems of Digby Mackworth Dolben	Digby Mackworth Dolben	1911
4975	The Prelude to Poetry	Rhys, Ernest	1894
4976	George Washington		
4977	The New Freedom: A Call for the Emancipation of the Generous Energies of a People	Wilson, Woodrow	1914
4978	Crowded Hours	Longworth, Alice Roosevelt	1933
4979	The Strenuous Life	Roosevelt, Theodore	1900
4980	Journeys between Wars	Dos Passos, John	1938
4981	The Life of Charles, Lord Metcalfe	Thompson, Edward John	1937
4982	The Long Valley	Steinbeck, John	1938
4983	Deep Summer	Bristow, Gwen	1938
4984	John Brown's Body	Bénet, Stephen Vincent	1928
4985	With Malice toward Some	Halsey, Margaret	1938
4986	Death in Five Boxes	Carr, John Dickson (Carter Dickson, pseud.)	1938
4987	The Early Life of George Eliot	Deakin, Mary Hannah	1913
4988	Eleanor of Aquitaine: Queen of the Troubadours and the Courts of Love	Rosenberg, Melrich V.	1937
4989	Homage to Catalonia	Orwell, George	1938
4990	The Joyful Delaneys: A Novel	Walpole, Hugh	1938
4991	George Sand	Thomas, Bertha	1883
4992	The Younger Venus	Royde-Smith, Naomi Gwladys	1938
4993	Being Geniuses Together	McAlmon, Robert	1938
4994	The Celtic Twilight	Yeats, William Butler	1893
4995	The Doomsday Men	Priestley, J. B. (John Boynton)	1938
4996	American Comedy		
4997	This Is Mr. Fortune	Bailey, H. C. (Henry Christopher)	1938
4998	Dr. Bradley Remembers	Young, Francis Brett	1938
4999	Life of Charles Dickens		
5000	Wilhelm Meister	Goethe, Johann Wolfgang von	1824
5001	Nobody's in Town	Ferber, Edna	1938
5002	The Theme Is Murder	Rodda, Charles (Gavin Holt, pseud.)	1938
5003	Monday Night	Boyle, Kay	1938
5004	Evidence of Personal Survival from Cross Correspondences	Saltmarsh, Herbert Francis	1938
5005	Rebecca	Du Maurier, Daphne	1938
5006	Marcel Proust		
5007	Vanessa and the Dean: The Ironic History of Esther Vanhomrigh and Jonathan Swift	Gibbs, Lewis (Joseph Walter Cove)	1938
5008	Eugénie Grandet	Balzac, Honoré de	1833
5009	Southways: Stories	Caldwell, Erskine Preston	1938
5010	Romania and Her Rulers	Martineau, Mrs. Philip (Alice)	1927
5011	The Yearling	Rawlings, Marjorie Kinnan	1938
5012	The Fourth Musketeer: The Life of Alexander Dumas	Lucas-Dubreton, Jean	1928
5013	My Sister Eileen	McKenney, Ruth	1938
5014	The Black Jacobins: Toussaint L'Ouverture and the San Domingo Revolution	James, C. L. R. (Cyril Lionel Robert)	1938
5015	The Comedies of Shakespeare	Shakespeare, William	
5016	The Squire	Bagnold, Enid	1938
5017	Swiss Sonata	Graham, Gwethalyn	1938
5018	Mr. Zero	Wentworth, Patricia	1938
5019	Not to Be Taken	Berkeley, Anthony	1938
5020	The Culture of Cities	Mumford, Lewis	1938
5021	Crowded House	Ripley, Katharine Ball	1936
5022	The Old Century, and Seven More Years	Sassoon, Siegfried	1938
5023	The Midas Touch	Kennedy, Margaret	1938
5024	The Comedies of William Congreve	Congreve, William	1895
5025	Mount Venus	Manning, Mary	1938
5026	A Glad Day	Boyle, Kay	1938
5027	Fast Company	Kurnitz, Harry (Marco Page, pseud.)	1938
5028	The Fifth Column and the First Forty-Nine Stories	Hemingway, Ernest	1938
5029	The Flashing Stream: A Play	Morgan, Charles	1938
5030	Arthur Rimbaud	Starkie, Enid	1938
5031	More Than One Serpent	Walling, R. A. J. (Robert Alfred John)	1938
5032	On the Frontier: A Melodrama in Three Acts	Auden, W. H. (Wystan Hugh);Isherwood, Christopher	1938
5033	Selected Poems	Tate, Allen	1937
5034	The Boy David: A Play in Three Acts	Barrie, J. M. (James Matthew)	1938
5035	The Best Short Stories of 1938: English and American		1938
5036	Insanity Fair: A European Cavalcade	Reed, Douglas	1938
5037	The Wall	Rinehart, Mary Roberts	1938
5038	Apropos of Dolores	Wells, H. G. (Herbert George)	1938
5039	White Mule	Williams, William Carlos	1937
5040	You Have Seen Their Faces	Caldwell, Erskine Preston;Bourke-White, Margaret	1937
5041	Dear Judas	Jeffers, Robinson	1929
5042	Such Counsels You Gave to Me & Other Poems	Jeffers, Robinson	1937
5043	Trio: Dissertations on Some Aspects of National Genius	Sitwell, Edith;Sitwell, Osbert;Sitwell, Sacheverell	1938
5044	The Paris Commune of 1871	Jellinek, Frank	1937
5045	The Fashion in Shrouds	Allingham, Margery	1938
5046	Little Children	Saroyan, William	1938
5047	Arabia	Hogarth, D. G. (David George)	1922
5048	A Poet and Two Painters: A Memoir of D. H. Lawrence	Merrild, Knud	1938
5049	Pawns	Drinkwater, John	1917
5050	Mary Stuart: A Play	Drinkwater, John	1921
5051	[unclear] Essays		
5052	America	Kafka, Franz	1938
5053	The Gracie Allen Murder Case: A Philo Vance story	Van Dine, S. S. (Willard Huntington Wright)	1938
5054	The Science of Fairy Tales: An Inquiry into Fairy Mythology	Hartland, Edwin Sidney	1891
5055	The Case of the Cheating Bride	Propper, Milton M.	1938
5056	Invasion 14	Van der Meersch, Maxence	1937
5057	Modern Poetry: A Personal Essay	MacNeice, Louis	1938
5058	English Rue	Hare, Martin	1938
5059	Principles of Freedom	MacSwiney, Terence (Terence Joseph)	1921
5060	Ta Hio: The Great Learning: Newly Rendered into the American Language	Confucius	1936
5061	The Chinese Written Character as a Medium for Poetry	Fenollosa, Ernest;Pound, Ezra	1936
5062	The Man from Michigan: A Western Story	Sanders, Charles Wesley	1923
5063	Enemies of Promise	Connolly, Cyril	1938
5064	More Nonsense	Lear, Edward	1872
5065	The Case of the Substitute Face	Gardner, Erle Stanley	1938
5066	The Puzzle of the Blue Banderilla	Palmer, Stuart	1937
5067	Monarchy		
5068	Those First Affections	Van Doren, Dorothy	1938
5069	Correspondence of Thomas Gray	Gray, Thomas	
5070	The Government of Mankind	Spender, John A.	1938
5071	Merchants of Death: A Study of the International Armament Industry	Engelbrecht, H. C.;Hanighen, Frank Cleary	1934
5072	The Bee and Other Essays	Goldsmith, Oliver	1914
5073	The Glass Slipper	Eberhart, Mignon Good	1938
5074	The Uncollected Poetry and Prose of Walt Whitman	Whitman, Walt	1921
5075	Straws in Amber	Jacob, Naomi	1938
5076	The Letters of T. E. Lawrence	Lawrence, T. E. (Thomas Edward)	1938
5077	Trial Balances: An Anthology of New Poetry	Winslow, Ann	1935
5078	Cuculain		
5079	Last Stories	Butts, Mary	1938
5080	Mesures		
5081	The Story of Early Gaelic Literature	Hyde, Douglas	1894
5082	An Illustrated History of Ireland	Joyce, P. W. (Patrick Weston)	1919
5083	Listen! The Wind	Lindbergh, Anne Morrow	1938
5084	Three Englishmen: A Romance of Married Lives	Frankau, Gilbert	1935
5085	Letters from Benjamin Disraeli to Frances Anne, Marchioness of Londonderry, 1837 – 1861	Disraeli, Benjamin	1938
5086	My Son! My Son!	Spring, Howard	1938
5087	Nouvelle Revue Française		
5088	La revue de paris		
5089	La revue européenne		
5090	Revue Anglo-Américaine		
5091	Revue Universelle		
5092	Mercure de France		
5093	Chills and Fever: Poems	Ransom, John Crowe	1924
5094	A Treasury of English Aphorisms	Smith, Logan Pearsall	1928
5095	Afterthoughts	Smith, Logan Pearsall	1931
5096	Yeats: Various Articles By & On		
5097	The English Mail-Coach	de Quincey, Thomas	1849
5098	Five Centuries of Religion	Coulton, G. G. (George Gordon)	1923
5099	Daughters		
5100	Midsummer Night Madness and Other Stories	O'Faoláin, Sean	1932
5101	The Principles of Literary Criticism	Richards, I. A. (Ivor Armstrong)	1924
5102	Elsie Venner	Holmes, Oliver Wendel	1861
5103	The Flying Dutchman	Arlen, Michael (Dikran Kouyoumdjian)	1939
5104	House of All Nations	Stead, Christina	1938
5105	Not Alone Lost: Poems	McAlmon, Robert	1937
5106	Samuel Taylor Coleridge	Fausset, Hugh I'Anson	1926
5107	Young Man with a Horn	Baker, Dorothy	1939
5108	The Adventures of Elizabeth at Rugen	Arnim, Elizabeth von (Mary Annette Beauchamp)	1904
5109	[a bundle of reviews]		
5110	The Complete Poems of Emily Dickinson	Dickinson, Emily	1924
5111	Walter Scott		
5112	Christopher Columbus: The Story of a Great Adventure	Potter, Edna	1932
5113	A Novelette and Other Prose (1921 – 1931)	Williams, William Carlos	1932
5114	How to Write	Stein, Gertrude	1931
5115	Lucy Church Amiably	Stein, Gertrude	1930
5116	Memorial		
5117	A Literary History of Ireland from Earliest Times to the Present Day	Hyde, Douglas	1899
5118	Active Anthology		1933
5119	The New Adam	Untermeyer, Louis	1920
5120	Romany Stain	Morley, Christopher	1926
5121	A Journal of the Plague Year	Defoe, Daniel	1722
5122	The Listener		
5123	Poems	Chesterton, G. K. (Gilbert Keith)	
5124	Negro: An Anthology		1934
5125	The Valiant Woman	Kaye-Smith, Sheila	1938
5126	More Merry-Go-Round	Allen, Robert Sharon;Pearson, Drew	1932
5127	Red Sky in the Morning	Coffin, Robert P. Tristram	1935
5128	Murder in the Bud	Bottome, Phyllis	1939
5129	Drop to His Death	Street, Cecil J. C. (Cecil John Charles) (pseud. John Rhode, Miles Burton)	1939
5130	Norman Douglas	Tomlinson, H. M. (Henry Major)	1931
5131	The Spymaster	Oppenheim, E. Phillips (Edward Phillips)	1938
5132	Murder?		
5133	Katia	Bibesco, Marthe	1939
5134	Edward Arlington Robinson		
5135	Wait until Spring, Bandini	Fante, John	1938
5136	The Clue to History	Macmurray, John	1939
5137	Byron	Nichol, John	1880
5138	Vulgar Errors (Pseudodoxia Epidemica)	Browne, Thomas	1646
5139	Poems	Ransom, John Crowe	
5140	This Is My Story	Roosevelt, Eleanor	1937
5141	Sir Thomas Browne	Gosse, Edmund	1905
5142	Dante and Aquinas	Wicksteed, Philip Henry	1913
5143	Poems of Emily Dickinson	Dickinson, Emily	
5144	Black Is My True Love's Hair	Roberts, Elizabeth Madox	1939
5145	Thomas De Quincey's Works	de Quincey, Thomas	
5146	Banbury Bog	Taylor, Phoebe Atwood	1938
5147	A Murder of Convenience	Dean, Robert George	1938
5148	Royal Regiment	Frankau, Gilbert	1938
5149	The Bigger They Come	Gardner, Erle Stanley	1939
5150	Benjamin Franklin	Van Doren, Carl	1938
5151	The Christmas Tree Murders	Dane, Joel Y. (Joseph Francis Delany)	1938
5152	The Jungle of the Mind	Swift, Edgar James	1931
5153	Biographia Literaria	Coleridge, Samuel Taylor	1817
5154	A Political and Cultural History of Modern Europe	Hayes, Carlton J. H. (Carlton Joseph)	1939
5155	The Early Life of Thomas De Quincey		
5156	[unclear]		
5157	Through the Looking-Glass, and What Alice Found There	Carroll, Lewis (Charles Lutwidge Dodgson)	1871
5158	Blue Juniata	Cowley, Malcolm	1929
5159	Life along the Passaic River	Williams, William Carlos	1938
5160	[unclear] Dog		
5161	Once a Grand Duke	Mikhailovich, Alexander	1932
5162	Christmas Holiday	Maugham, William Somerset	1939
5163	The Diary of John Evelyn	Evelyn, John	1818
5164	John Sargent	Charteris, Evan, Sir	1927
5165	The Victorians and After, 1830 – 1914 (Introductions to English Literature 4)	Batho, Edith C.;Dobrée, Bonamy	1938
5166	Vale		
5167	Plotinus		
5168	The Fathers	Tate, Allen	1938
5169	Murders of [unclear]		
5170	The Wild Palms	Faulkner, William	1939
5171	The Four of Hearts	Queen, Ellery (Frederic Dannay and Manfred B. Lee)	1938
5172	Trent Intervenes	Bentley, Edmund Clerihew	1938
5173	All This and Heaven Too	Field, Rachel	1938
5174	I Have Seen Monster and Angels	Jolas, Eugene	1938
5175	Lillian Wald, Neighborhood and Crusader	Duffus, R.L.	1938
5176	North to the Orient	Lindbergh, Anne Morrow	1935
5177	After the Death of Don Juan	Warner, Sylvia Townsend	1938
5178	A Family Reunion	Eliot, T. S. (Thomas Stearns)	1939
5179	Ethan Frome	Wharton, Edith	1911
5180	Patriot Adventurer	Tone, Theobald Wolfe	1936
5181	Goodbye to Berlin	Isherwood, Christopher	1939
5182	Mozart: The Man and the Artist, as Revealed in His Words	Mozart, Wolfgang Amadeus	1905
5183	Guns or Butter	Lockhart, Robert Hamilton Bruce	1938
5184	Marion Fay	Trollope, Anthony	1882
5185	Death and the Maiden	Patrick, Quentin (Hugh Callingham Weaver)	1939
5186	The Case of the Shoplifter's Shoe	Gardner, Erle Stanley	1938
5187	Beethoven: His Spiritual Development	Sullivan, J. W. N. (John William Navin)	1927
5188	Three Wooden Overcoats	Clevely, Hugh	1939
5189	Stories of God	Rilke, Rainer Maria	1932
5190	The Unbroken Heart	Speaight, Robert	1939
5191	The Coming Victory of Democracy	Mann, Thomas	1938
5192	The Young Cosima	Richardson, Henry Handel	1939
5193	Three Marriages	Delafield, E. M. (Edmee Elizabeth Monica)	1939
5194	The Children's Summer	Kaye-Smith, Sheila	1932
5195	The Herne's Egg	Yeats, William Butler	1935
5196	The Woman in the Hall	Stern, G. B. (Gladys Bronwyn)	1939
5197	Journey to a War	Auden, W. H. (Wystan Hugh);Isherwood, Christopher	1939
5198	Milton	Tillyard, E. M. W. (Eustace Mandeville Wetenhall)	1930
5199	The Pomp of Power	Lyon, Laurance	1920
5200	Three Stories and Ten Poems	Hemingway, Ernest	1923
5201	A Century of Spy Stories		1938
5202	A City of Bells	Goudge, Elizabeth	1936
5203	A Diplomat Looks at Europe	Child, Richard Washburn	1925
5204	Fighting for Life	Baker, S. Josephine	1939
5205	The Back Door	Meade, Julian Rutherford	1938
5206	Forever Ulysses	Rodocanachi, C. P. (Kōnstantinos P. Rodokanakēs)	1938
5207	At Swim-Two-Birds	O'Brien, Flann	1939
5208	Something Wrong: A Collective of Twelve Stories	Stern, James	1938
5209	Progress and Poverty: An Inquiry into the Cause of Industrial Depressions and of Increase of Want with Increase of Wealth: The Remedy	George, Henry	1879
5210	The Diary of Tolstoy's Wife, 1860 – 1891	Tolstaya, Sophia Andreyevna (Софья Андреевна Толстая)	1928
5211	Uncle Arthur and Other Stories	Pudney, John	1939
5212	Coleridge	Traill, H. D. (Henry Duff)	1884
5213	Anton Tchekov		
5214	Angna Enters		
5215	The English Renaissance: A Lecture Delivered on the Occasion of His Visit to America	Wilde, Oscar	1906
5216	Madame Curie	Curie, Eve	1937
5217	The Cardinal's Snuff Box	Harland, Henry	1900
5218	The Case of the Velvet Claws	Gardner, Erle Stanley	1933
5219	Plays	Chekhov, Anton Pavlovich	
5220	Twice a Year: A Semi-Annual Journal of Literature, the Arts, and Civil Liberties		
5221	The Complete Collected Poems of William Carlos Williams (1906 – 1938)	Williams, William Carlos	1938
5222	The Patriot	Buck, Pearl S.	1939
5223	Northanger Abbey	Austen, Jane	1817
5224	The D. A. Holds a Candle	Gardner, Erle Stanley	1938
5225	Mansfield Park	Austen, Jane	1814
5226	We'll to the Woods No More	Dujardin, Édouard	1938
5227	The Poetical Works of Geoffrey Chaucer	Chaucer, Geoffrey	1906
5228	Fallen Bastions	Geyde, G. E. R. (George Eric Rowe)	1939
5229	Phoebe's Guest House: A Novel	Vachell, Horace Annesley	1939
5230	History of the Conquest of Mexico	Prescott, William Hickling	1843
5231	Dimple Hill (Pilgrimage 12)	Richardson, Dorothy M.	1938
5232	The Rueful Mating	Stern, G. B. (Gladys Bronwyn)	1932
5233	A Story of the English	Guerber, Hélène Adeline	1898
5234	Leaves from a Viceroy's Notebook and Other Papers	Curzon of Kedleston, George Nathaniel Curzon, Marquess	1926
5235	Pale Horse, Pale Rider	Porter, Katherine Anne	1936
5236	The Case of the Perjured Parrot	Gardner, Erle Stanley	1939
5237	The Tree of Liberty	Page, Elizabeth	1939
5238	Rosalynde: A Novel	Lodge, Thomas	1887
5239	The Still Centre	Spender, Stephen	1939
5240	Wickford Point	Marquand, John P. (John Phillips)	1939
5241	Goethe's Poems	Goethe, Johann Wolfgang von	
5242	The Beginning and Other Stories	Lagden, Mervyne	1935
5243	Modern English Literature		
5244	Beware of Pity	Zweig, Stefan	1939
5245	The Legend of Sir Lancelot du Lac	Weston, Jessie	1901
5246	I Think Aloud in America	Keun, Odette	1939
5247	Across the Frontiers	Gibbs, Philip	1938
5248	Letters from an American Farmer	St. John de Crèvecoeur, J. Hector	1783
5249	Charles Morgan		
5250	The Grapes of Wrath	Steinbeck, John	1939
5251	Harlequin House	Sharp, Margery	1939
5252	The Red Bull, or, Some Buried Caesar	Stout, Rex	1939
5253	The Life and Poetry of James Thomson	Meeker, James Edward	1917
5254	Seasoned Timber	Fisher, Dorothy Canfield	1939
5255	The Letters of Lord and Lady Wolseley, 1870 – 1911	Wolseley, Garnet;Wolseley, Louisa	1922
5256	Politics	Aristotle	
5257	The Republic	Plato	
5258	The World's Body	Ransom, John Crowe	1938
5259	William Lyon Phelps: Autobiography with Letters	Phelps, William Lyon	1939
5260	Here Lies: The Collected Stories	Parker, Dorothy	1939
5261	Millie's Daughter	Clarke, Donald Henderson	1939
5262	Our Family	Lin, Adet;Lin, Tai-yi	1939
5263	Escape to Life	Mann, Erika	1939
5264	Finnegans Wake	Joyce, James	1939
5265	Snell's Folly	Beresford, J. D. (John Davys)	1939
5266	Stars and Stripes Forever	Paul, Elliot	1939
5267	Great Ellery Queen	Queen, Ellery (Frederic Dannay and Manfred B. Lee)	
5268	The Present Age from 1914 (Introductions to English Literature 5)	Muir, Edwin	1939
5269	Famous Plays of 1938 – 39		1939
5270	[unclear]		
5271	Hart Crane: The Life of an American Poet	Horton, Philip	1937
5272	Adventures of a Young Man	Dos Passos, John	1939
5273	The Bloody Assize	Parry, Edward Abbott, Sir	1929
5274	Our House	Canby, Henry Seidel	1919
5275	The Pasquier Chronicles	Duhamel, Georges	1937
5276	Ellery Queen	Queen, Ellery (Frederic Dannay and Manfred B. Lee)	
5277	Works of Charles Lamb	Lamb, Charles	
5278	Coming Up for Air	Orwell, George	1939
5279	Geneva	Shaw, George Bernard	1939
5280	Pimpernel and Rosemary	Orczy, Baroness	1930
5281	The Necessary Corpse	Woodthorpe, R. C. (Ralph Carter)	1939
5282	Roman Converts	Lunn, Arnold	1924
5283	The Figure in the Carpet	James, Henry	1896
5284	Bernard's Brethren	Shaw, Charles Macmahon	1939
5285	The Frogs	Aristophanes	
5286	The Fox Prowls	Williams, Valentine	1939
5287	The Day of the Locust	West, Nathanael	1939
5288	Inside Asia	Gunther, John	1939
5289	Tumbling in the Hay	Gogarty, Oliver St. John	1939
5290	The Last Express	Kendrick, Baynard	1937
5291	Courage for Sale	Mason, Robert	1939
5292	Things That Have Puzzled Me	Lunn, Arnold	1927
5293	Death Before Honour	Turner, John Victor	1939
5294	The Revolution Betrayed: What Is the Soviet Union and Where Is It Going?	Trotsky, Leon	1937
5295	The Problem of the Green Capsule	Carr, John Dickson (Carter Dickson, pseud.)	1939
5296	Divorce Court		
5297	Suppliant Maidens	Aeschylus	1922
5298	The Golden Sayings of Epictetus	Epictetus	1935
5299	Complete History of the Lives and Robberies of the Most Notorious Highwaymen	Smith, Alexander	1926
5300	Inspector French Book	Crofts, Freeman Wills	
5301	Selected Letters of Charles Lamb	Lamb, Charles	1925
5302	Collected Essays, Papers, &c.	Bridges, Robert	
5303	The Revelation to the Monk of Evesham	Arber, Edward	1869
5304	The Testament of Beauty: A Poem in Four Books	Bridges, Robert	
5305	Illustrations of the Book of Job	Blake, William	
